,Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate",Extract Date,Year
4200,B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),942596,Smiths Falls District Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,299 Percy Street,Smiths Falls,Smiths Falls,Ontario,K7A5M2,613-283-0288,855-484-6076,http://smithsfalls.ucdsb.on.ca/,www.ucdsb.on.ca,660,44.88529,-76.0174,5,99,1,0,32,0,,,,52%,0.0,29%,20.0,69%,3.0,16,3,2021-07-10 00:00:00,2018
4204,B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),942987,South Grenville District High School,Public,Not applicable,Secondary,English,9-12,,,1000 Edward Street North,Prescott,Prescott,Ontario,K0E1T0,613-925-2855,855-496-0966,http://southgrenville.ucdsb.on.ca/,www.ucdsb.on.ca,365,44.71968,-75.5217,0,100,0,0,30,0,,,,70%,7.0,37%,6.0,60%,-10.0,15,10,2021-07-10 00:00:00,2018
4207,B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),944670,St Lawrence Secondary School,Public,Not applicable,Secondary,English,9-12,,,1450 Second Street East,Cornwall,Cornwall,Ontario,K6H5Z8,613-933-8410,855-496-0967,http://stlawrence.ucdsb.on.ca/,www.ucdsb.on.ca,390,45.03017,-74.6982,25,100,0,0,30,0,,,,44%,-10.0,11%,-31.0,49%,-7.0,30,10,2021-07-10 00:00:00,2018
4209,B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),945072,T R Leger School of Adult & Continuing Secondary School,Public,Alternative,Secondary,English,9-12,,,600 McConnell Ave,Cornwall,Cornwall,Ontario,K6H4M1,613-933-9626,613-930-7251,http://trleger.ucdsb.on.ca/,www.ucdsb.on.ca,910,45.14487,-76.1507,5,98,1,1,29,1,,,,N/R,,N/R,,39%,-11.0,20,7,2021-07-10 00:00:00,2018
4211,B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),946648,Tagwi Secondary School,Public,Not applicable,Secondary,English,9-12,,,16750 County Road #43 RR 1,North Stormont,Avonmore,Ontario,K0C1C0,613-346-2122,855-496-0969,http://tagwi.ucdsb.on.ca,www.ucdsb.on.ca,415,45.17985,-74.9292,0,100,0,0,30,0,,,,60%,-17.0,30%,25.0,69%,-12.0,10,0,2021-07-10 00:00:00,2018
4216,B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),948314,Thousand Islands Secondary School,Public,Not applicable,Secondary,English,9-12,,,2510 Parkedale Avenue West,Brockville,Brockville,Ontario,K6V3H1,613-342-1100,855-496-0972,http://tiss.ucdsb.on.ca/,www.ucdsb.on.ca,620,44.60207,-75.7043,8,99,1,1,31,1,,,,68%,-7.0,29%,14.0,79%,3.0,17,4,2021-07-10 00:00:00,2018
4219,B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),949094,Vankleek Hill Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,5814 Highway 34,Champlain,Vankleek Hill,Ontario,K0B1R0,613-678-2023,855-496-0975,http://vci.ucdsb.on.ca,www.ucdsb.on.ca,285,45.52214,-74.6519,30,80,5,0,20,0,,,,79%,16.0,67%,62.0,95%,12.0,20,5,2021-07-10 00:00:00,2018
4230,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),899283,Centennial Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,289 College Ave W,Guelph,Guelph,Ontario,N1G1S9,519-821-0360,519-823-5471,http://www.ugdsb.on.ca/ccvi,www.ugdsb.on.ca,1570,43.52169,-80.2473,26,100,2,3,18,4,,,,93%,2.0,67%,2.0,91%,6.0,8,1,2021-07-10 00:00:00,2018
4233,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),900214,Centre Dufferin District High School,Public,Not applicable,Secondary,English,9-12,,,150 Fourth Ave,Shelburne,Shelburne,Ontario,L9V3R5,519-925-3834,519-925-3553,http://www.ugdsb.on.ca/cddhs,www.ugdsb.on.ca,815,44.08215,-80.2081,2,100,0,1,27,1,,,,88%,-5.0,59%,13.0,75%,5.0,11,2,2021-07-10 00:00:00,2018
4235,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),909831,Centre Wellington District High School,Public,Not applicable,Secondary,English,9-12,,,905 Scotland St,Centre Wellington,Fergus,Ontario,N1M1Y7,519-843-2500,519-787-0100,http://www.ugdsb.on.ca/cwdhs,www.ugdsb.on.ca,1265,43.70179,-80.3562,3,100,0,0,25,1,,,,97%,12.0,76%,6.0,85%,3.0,7,5,2021-07-10 00:00:00,2018
4236,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),902462,College Heights Secondary School,Public,Vocational/Occupational,Secondary,English,9-12,,,371 College Ave W,Guelph,Guelph,Ontario,N1G1T3,519-821-4510,519-821-5531,www.ugdsb.ca/college-heights,www.ugdsb.on.ca,420,43.52022,-80.2495,0,100,0,0,80,0,,,,N/D,,72%,6.0,31%,6.0,10,5,2021-07-10 00:00:00,2018
4238,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),953571,Day School -Wellington Centre For ContEd,Public,Not applicable,Secondary,English,9-12,,,1428 Gordon St,Guelph,Guelph,Ontario,N1L1C8,519-836-7280,519-837-0244,https://www.ugdsb.ca/continuing-education/,www.ugdsb.on.ca,140,43.51168,-80.1967,35,100,15,15,10,0,,,,,,,,N/D,,10,5,2021-07-10 00:00:00,2018
4240,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),947245,Dufferin Centre for Continuing Education,Public,Adult,Secondary,English,11-12,,,40 Amelia St,Orangeville,Orangeville,Ontario,L9W3T8,519-941-2661,519-942-2353,www.ugdsb.ca/continuing-education/,www.ugdsb.on.ca,90,43.92228,-80.1078,10,100,0,0,0,0,,,,,,,,,,10,10,2021-07-10 00:00:00,2018
4249,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),909050,Erin District High School,Public,Not applicable,Secondary,English,9-12,,,14 Boland Dr,Erin,Erin,Ontario,N0B1T0,519-833-9665,519-833-7455,http://www.ugdsb.on.ca/edhs,www.ugdsb.on.ca,445,43.77866,-80.0681,0,100,0,0,25,0,,,,93%,5.0,71%,5.0,86%,-4.0,0,0,2021-07-10 00:00:00,2018
4255,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),914770,Guelph Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,155 Paisley St,Guelph,Guelph,Ontario,N1H2P3,519-824-9800,519-822-5962,http://www.ugdsb.on.ca/gcvi,www.ugdsb.on.ca,1560,43.54257,-80.259,29,99,1,1,20,6,,,,87%,-5.0,72%,24.0,88%,3.0,11,6,2021-07-10 00:00:00,2018
4262,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),918679,John F Ross Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,21 Meyer Dr,Guelph,Guelph,Ontario,N1E4H1,519-822-7090,519-822-6366,http://www.ugdsb.on.ca/jfr,www.ugdsb.on.ca,1990,43.56185,-80.2466,17,99,4,4,22,2,,,,92%,1.0,88%,25.0,86%,-4.0,11,3,2021-07-10 00:00:00,2018
4275,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),931284,Norwell District Secondary School,Public,Not applicable,Secondary,English,9-12,,Box 160,135 Cumberland St,Minto,Palmerston,Ontario,N0G2P0,519-343-3107,519-343-2347,http://www.ugdsb.on.ca/norwell/,www.ugdsb.on.ca,685,43.83453,-80.8435,12,100,2,2,29,1,,,,85%,0.0,64%,5.0,72%,-5.0,10,28,2021-07-10 00:00:00,2018
4276,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),932450,Orangeville District Secondary School,Public,Not applicable,Secondary,English,9-12,,,22 Faulkner St,Orangeville,Orangeville,Ontario,L9W2G7,519-941-0491,519-942-4901,http://www.ugdsb.on.ca/odss,www.ugdsb.on.ca,1160,43.92353,-80.1021,6,100,2,2,31,2,,,,93%,2.0,62%,3.0,78%,-1.0,11,4,2021-07-10 00:00:00,2018
4297,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),953555,Wellington Heights Secondary School,Public,Not applicable,Secondary,English,9-12,,,405 Sligo Rd E,Wellington North,Mount Forest,Ontario,N0G2L2,519-323-3430,519-323-0210,http://www.ugdsb.on.ca/whss,www.ugdsb.on.ca,500,43.9909,-80.7361,5,100,0,5,30,0,,,,72%,-10.0,55%,26.0,73%,-6.0,10,20,2021-07-10 00:00:00,2018
4299,B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),947253,Westside Secondary School,Public,Not applicable,Secondary,English,9-12,,,300 Alder St,Orangeville,Orangeville,Ontario,L9W5A2,519-938-9355,519-938-9860,http://www.ugdsb.on.ca/westside,www.ugdsb.on.ca,875,43.9062,-80.1238,3,100,0,0,29,2,,,,90%,-6.0,45%,-16.0,78%,6.0,6,2,2021-07-10 00:00:00,2018
4310,B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),732320,Monsignor Doyle Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,185 Myers Rd,Cambridge,Cambridge,Ontario,N1R7H2,519-622-1290,519-622-1292,http://doyle.wcdsb.ca,www.wcdsb.ca,1050,43.34084,-80.2977,13,100,2,1,27,0,,,,78%,-2.0,54%,16.0,76%,0.0,10,6,2021-07-10 00:00:00,2018
4315,B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),753009,Resurrection Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,455 University Ave W,Kitchener,Kitchener,Ontario,N2N3B9,519-741-1990,519-741-5096,https://resurrection.wcdsb.ca/,www.wcdsb.ca,1435,43.4409,-80.5467,24,100,6,6,22,0,,,,89%,3.0,68%,-7.0,88%,2.0,14,6,2021-07-10 00:00:00,2018
4323,B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),776726,St Benedict Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,50 Saginaw Pkwy,Cambridge,Cambridge,Ontario,N1R5W1,519-621-4050,519-621-4057,http://stbenedict.wcdsb.ca,www.wcdsb.ca,1550,43.3922,-80.3014,18,100,3,3,23,0,,,,90%,9.0,54%,6.0,82%,4.0,9,6,2021-07-10 00:00:00,2018
4329,B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),786217,St David Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,4 High St,Waterloo,Waterloo,Ontario,N2L3X5,519-885-1340,519-885-1345,http://stdavid.wcdsb.ca,www.wcdsb.ca,955,43.484,-80.5288,19,100,4,4,24,0,,,,85%,2.0,68%,3.0,84%,-2.0,11,8,2021-07-10 00:00:00,2018
4340,B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),832103,St Mary's High School,Catholic,Not applicable,Secondary,English,9-12,,,1500 Block Line Rd,Kitchener,Kitchener,Ontario,N2C2S2,519-745-6891,519-745-2256,http://stmary.wcdsb.ca/,www.wcdsb.ca,1970,43.41937,-80.4696,34,100,10,10,23,0,,,,82%,-1.0,46%,-12.0,79%,7.0,15,7,2021-07-10 00:00:00,2018
4358,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),895458,Bluevale Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,80 Bluevale St N,Waterloo,Waterloo,Ontario,N2J3R5,519-885-4620,519-885-1969,http://bci.wrdsb.ca/,www.wrdsb.ca,1325,43.4751,-80.5001,16,100,1,1,24,0,,,,89%,0.0,66%,16.0,81%,-5.0,10,3,2021-07-10 00:00:00,2018
4362,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),898090,Cameron Heights Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,301 Charles St E,Kitchener,Kitchener,Ontario,N2G2P8,519-578-8330,519-578-1376,http://chci.wrdsb.ca/,www.wrdsb.ca,1830,43.4448,-80.4818,43,100,2,2,17,2,,,,91%,8.0,70%,23.0,81%,-2.0,15,7,2021-07-10 00:00:00,2018
4378,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),907499,Eastwood Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,760 Weber St E,Kitchener,Kitchener,Ontario,N2H1H6,519-743-8265,519-743-1002,http://eci.wrdsb.ca/,www.wrdsb.ca,1275,43.43964,-80.461,37,100,20,20,20,1,,,,63%,-3.0,23%,-21.0,77%,-2.0,21,11,2021-07-10 00:00:00,2018
4382,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),908142,Elmira District Secondary School,Public,Not applicable,Secondary,English,9-12,,,4 University Ave,Woolwich,Elmira,Ontario,N3B1K2,519-669-5414,519-669-4881,http://edss.wrdsb.ca/,www.wrdsb.ca,1320,43.59382,-80.5626,24,99,0,0,18,0,,,,95%,3.0,84%,0.0,84%,-8.0,8,32,2021-07-10 00:00:00,2018
4386,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),910350,Forest Heights Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,255 Fischer-Hallman Rd,Kitchener,Kitchener,Ontario,N2M4X8,519-744-6567,519-744-1870,http://fhci.wrdsb.ca/,www.wrdsb.ca,1120,43.42535,-80.5221,40,100,19,19,23,0,,,,76%,13.0,36%,11.0,68%,-10.0,18,10,2021-07-10 00:00:00,2018
4389,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),911399,Galt Collegiate and Vocational Institute,Public,Vocational/Occupational,Secondary,English,9-12,,,200 Water St N,Cambridge,Cambridge,Ontario,N1R6V2,519-623-3600,519-623-6810,http://gci.wrdsb.ca/,www.wrdsb.ca,985,43.36885,-80.3185,28,99,8,8,21,1,,,,87%,14.0,39%,-40.0,77%,-1.0,13,11,2021-07-10 00:00:00,2018
4391,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),913340,Glenview Park Secondary School,Public,Not applicable,Secondary,English,9-12,,,55 McKay St,Cambridge,Cambridge,Ontario,N1R4G6,519-621-9510,519-621-5860,http://gpss.wrdsb.ca/,www.wrdsb.ca,880,43.34627,-80.307,17,100,0,0,33,3,,,,67%,-11.0,29%,-22.0,68%,1.0,13,8,2021-07-10 00:00:00,2018
4392,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),914070,Grand River Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,175 Indian Rd,Kitchener,Kitchener,Ontario,N2B2S7,519-576-5100,519-576-3564,http://grci.wrdsb.ca/,www.wrdsb.ca,1245,43.45733,-80.4375,22,100,2,2,29,0,,,,87%,6.0,55%,8.0,75%,-2.0,7,7,2021-07-10 00:00:00,2018
4400,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),917931,Huron Heights Secondary School,Public,Not applicable,Secondary,English,9-12,,,1825 Strasburg Road,Kitchener,Kitchener,Ontario,N2R1S3,519-896-2631,519-896-1229,http://hrh.wrdsb.ca/,www.wrdsb.ca,1570,43.39472,-80.4665,29,99,3,3,22,0,,,,88%,13.0,59%,1.0,74%,-12.0,10,3,2021-07-10 00:00:00,2018
4403,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),918555,Jacob Hespeler Secondary School,Public,Not applicable,Secondary,English,9-12,,,355 Holiday Inn Dr,Cambridge,Cambridge,Ontario,N3C1Z2,519-658-4910,519-658-8171,http://jhss.wrdsb.ca/,www.wrdsb.ca,1200,43.41773,-80.317,11,100,1,1,34,0,,,,87%,8.0,63%,1.0,65%,-14.0,6,4,2021-07-10 00:00:00,2018
4410,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),920495,Kitchener Waterloo Collegiate and Vocational School,Public,Vocational/Occupational,Secondary,English,9-12,,,787 King St W,Kitchener,Kitchener,Ontario,N2G1E3,519-745-6851,519-745-1549,http://kci.wrdsb.ca/,www.wrdsb.ca,1420,43.45561,-80.5088,17,99,2,1,36,0,,,,89%,4.0,48%,-18.0,79%,3.0,15,5,2021-07-10 00:00:00,2018
4432,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),936480,Preston High School,Public,Not applicable,Secondary,English,9-12,,,550 Rose St,Cambridge,Cambridge,Ontario,N3H2E6,519-653-2367,519-653-0182,http://phs.wrdsb.ca/,www.wrdsb.ca,1085,43.39123,-80.3655,17,100,2,1,24,0,,,,86%,3.0,51%,-6.0,79%,-6.0,10,4,2021-07-10 00:00:00,2018
4439,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),926359,Rosemount - U Turn School,Public,Alternative,Secondary,English,9-12,,,151 Weber St,Waterloo,Waterloo,Ontario,N2J2A9,519-576-0123,519-576-7060,https://rmt.wrdsb.ca,www.wrdsb.ca,SP,43.46222,-80.4577,SP,SP,SP,SP,SP,SP,,,,,,,,N/D,,SP,SP,2021-07-10 00:00:00,2018
4448,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),942006,Sir John A Macdonald Secondary School,Public,Not applicable,Secondary,English,9-12,,,650 Laurelwood Dr,Waterloo,Waterloo,Ontario,N2V2V1,519-880-9979,519-880-9718,http://jam.wrdsb.ca/,www.wrdsb.ca,1530,43.47149,-80.5942,36,99,4,4,27,1,,,,87%,-4.0,51%,-8.0,85%,2.0,12,3,2021-07-10 00:00:00,2018
4451,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),943894,Southwood Secondary School,Public,Not applicable,Secondary,English,9-12,,,30 Southwood Dr,Cambridge,Cambridge,Ontario,N1S4K3,519-621-5920,519-621-3342,http://sss.wrdsb.ca/,www.wrdsb.ca,685,43.35003,-80.3369,5,100,1,0,27,1,,,,93%,20.0,65%,-6.0,69%,-12.0,7,6,2021-07-10 00:00:00,2018
4462,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),950912,Waterloo Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,300 Hazel St,Waterloo,Waterloo,Ontario,N2L3P2,519-884-9590,519-884-6274,http://wci.wrdsb.ca/,www.wrdsb.ca,1425,43.47934,-80.53,45,99,16,17,22,2,,,,89%,-3.0,27%,-23.0,85%,-4.0,16,6,2021-07-10 00:00:00,2018
4463,B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),951048,Waterloo-Oxford District Secondary School,Public,Not applicable,Secondary,English,9-12,,,1206 Snyder's Rd. W. RR 2,Wilmot,Baden,Ontario,N3A1A4,519-634-5441,519-634-5469,http://wodss.wrdsb.ca/,www.wrdsb.ca,1370,43.4015,-80.6893,3,100,0,0,22,0,,,,91%,5.0,55%,9.0,79%,-3.0,7,6,2021-07-10 00:00:00,2018
4473,B67130,Wellington CDSB,Cath Dist Sch Brd (E/F),689661,Bishop Macdonell Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,200 Clair Rd W,Guelph,Guelph,Ontario,N1L1G1,519-822-8502,519-837-1469,http://www.wellingtoncdsb.ca/school/bishopmacdonell/Pages/default.aspx,http://www.wellingtoncdsb.ca/,740,43.49505,-80.196,6,100,3,3,19,1,,,,87%,-4.0,59%,-12.0,90%,4.0,6,1,2021-07-10 00:00:00,2018
4477,B67130,Wellington CDSB,Cath Dist Sch Brd (E/F),745529,Our Lady of Lourdes Catholic School,Catholic,Not applicable,Secondary,English,9-12,,,54 Westmount Rd,Guelph,Guelph,Ontario,N1H5H7,519-836-2170,519-823-1010,http://www.wellingtoncdsb.ca/school/ourladyoflourdes/Pages/default.aspx,http://www.wellingtoncdsb.ca/,720,43.54793,-80.2678,26,100,15,15,21,0,,,,95%,3.0,63%,-8.0,79%,-8.0,12,6,2021-07-10 00:00:00,2018
4482,B67130,Wellington CDSB,Cath Dist Sch Brd (E/F),798690,St James Catholic School,Catholic,Not applicable,Secondary,English,9-12,,,57 Victoria Rd N,Guelph,Guelph,Ontario,N1E5G9,519-822-4290,519-823-8511,http://www.wellingtoncdsb.ca/school/stjames/Pages/default.aspx,http://www.wellingtoncdsb.ca/,855,43.55968,-80.2336,6,100,1,2,25,0,,,,83%,14.0,46%,1.0,77%,-7.0,9,5,2021-07-10 00:00:00,2018
4483,B67130,Wellington CDSB,Cath Dist Sch Brd (E/F),858892,St John Bosco Catholic School,Catholic,Alternative,Secondary,English,9-12,,,19 Northumberland St.,Guelph,Guelph,Ontario,N1H3A6,519-824-8909,519-822-2171,http://www.wellingtoncdsb.ca/school/stjohnbosco/Pages/default.aspx,http://www.wellingtoncdsb.ca/,100,43.54317,-80.251,5,100,0,0,75,0,,,,N/R,,N/R,,N/R,,20,10,2021-07-10 00:00:00,2018
4495,B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),688363,Assumption College School,Catholic,Not applicable,Secondary,English,9-12,,,1100 Huron Church Rd,Windsor,Windsor,Ontario,N9C2K7,519-256-7801,519-256-0417,http://www.wecdsb.on.ca/acs,www.wecdsb.on.ca,560,42.29489,-83.0616,35,99,4,5,17,0,,,,93%,5.0,79%,29.0,82%,-4.0,28,8,2021-07-10 00:00:00,2018
4497,B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),694452,Cardinal Carter Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,120 Ellison Ave,Leamington,Leamington,Ontario,N8H5C7,519-322-2804,519-322-4214,http://www.wecdsb.on.ca/ccss,www.wecdsb.on.ca,505,42.03925,-82.6135,10,100,2,2,22,0,,,,90%,-4.0,62%,8.0,92%,9.0,12,18,2021-07-10 00:00:00,2018
4499,B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),700088,Catholic Central,Catholic,Not applicable,Secondary,English,9-12,,,441 Tecumseh Rd E,Windsor,Windsor,Ontario,N8X2R7,519-256-3171,519-256-6691,http://www.wecdsb.on.ca/cchs,www.wecdsb.on.ca,640,42.29711,-83.0185,76,100,47,47,16,0,,,,82%,-18.0,53%,-4.0,75%,10.0,41,19,2021-07-10 00:00:00,2018
4502,B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),706523,F J Brennan Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,910 Raymo Rd,Windsor,Windsor,Ontario,N8Y4A6,519-945-2351,519-945-8240,http://www.wecdsb.on.ca/fjbhs,www.wecdsb.on.ca,660,42.32534,-82.976,11,100,2,2,28,0,,,,93%,0.0,57%,-14.0,86%,2.0,20,6,2021-07-10 00:00:00,2018
4506,B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),715824,Holy Names Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,1400 Northwood,Windsor,Windsor,Ontario,N9E1A4,519-966-2504,519-966-2506,http://www.wecdsb.on.ca/hnhs,www.wecdsb.on.ca,1240,42.27707,-83.0332,20,100,2,1,17,0,,,,89%,-1.0,68%,-1.0,86%,-3.0,19,6,2021-07-10 00:00:00,2018
4516,B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),771520,St Anne Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,1200 Oakwood Dr RR #3,Essex,Belle River,Ontario,N0R1A0,519-727-8908,519-727-9953,http://www.wecdsb.on.ca/sta,www.wecdsb.on.ca,1185,42.30929,-82.8895,7,99,0,0,19,0,,,,91%,-1.0,62%,0.0,84%,-6.0,7,2,2021-07-10 00:00:00,2018
4526,B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),736163,St Joseph's High School,Catholic,Not applicable,Secondary,English,9-12,,,2425 Clover Ave,Windsor,Windsor,Ontario,N8P2A3,519-735-3326,519-735-5322,http://www.wecdsb.on.ca/stjoes,www.wecdsb.on.ca,1180,42.31703,-82.9118,24,98,2,2,21,0,,,,89%,2.0,56%,4.0,85%,0.0,18,7,2021-07-10 00:00:00,2018
4533,B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),864170,St Thomas of Villanova Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,2800 North Townline RR 3,Amherstburg,LaSalle,Ontario,N9H0K3,519-734-6444,519-978-9238,http://www.wecdsb.on.ca/stov,www.wecdsb.on.ca,1110,42.18597,-83.0397,4,99,0,1,22,0,,,,93%,0.0,71%,6.0,93%,5.0,8,3,2021-07-10 00:00:00,2018
4536,B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),718018,St. Michael's Adult High School,Catholic,Adult,Secondary,English,9-12,,,477 Detroit St.,Windsor,Windsor,Ontario,N9C2P6,519-946-3761,519-946-3766,https://sites.google.com/a/catholicboard.ca/stmikesadultportal/,www.wecdsb.on.ca,265,42.30261,-83.0718,35,100,20,20,0,0,,,,,,,,,,35,15,2021-07-10 00:00:00,2018
4543,B67075,York CDSB,Cath Dist Sch Brd (E/F),728632,Cardinal Carter Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,210 Bloomington Rd W,Aurora,Aurora,Ontario,L4G3G9,905-727-2455,905-727-9568,http://cch.ycdsb.ca/,www.ycdsb.ca,1330,43.96156,-79.4664,20,100,1,1,15,0,,,,88%,11.0,55%,3.0,84%,-5.0,10,3,2021-07-10 00:00:00,2018
4547,B67075,York CDSB,Cath Dist Sch Brd (E/F),849901,Father Bressani Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,250 Ansley Grove Rd,Vaughan,Woodbridge,Ontario,L4L3W4,905-851-6643,905-851-9638,http://fbh.ycdsb.ca,www.ycdsb.ca,1015,43.79856,-79.5635,12,100,0,0,15,5,,,,78%,-5.0,38%,-1.0,88%,1.0,8,6,2021-07-10 00:00:00,2018
4551,B67075,York CDSB,Cath Dist Sch Brd (E/F),706809,Father Michael McGivney Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,5300 14th Ave,Markham,Markham,Ontario,L3S3K8,905-472-4961,905-472-4976,http://fmmh.ycdsb.ca/,www.ycdsb.ca,1115,43.84971,-79.2784,50,100,7,7,10,0,,,,88%,-2.0,39%,-6.0,97%,4.0,18,11,2021-07-10 00:00:00,2018
4554,B67075,York CDSB,Cath Dist Sch Brd (E/F),720488,Holy Cross Catholic Academy High School,Catholic,Not applicable,Secondary,English,9-12,,,7501 Martin Grove Rd,Vaughan,Woodbridge,Ontario,L4L1A5,905-851-6699,905-851-4207,http://hocr.ycdsb.ca/,www.ycdsb.ca,835,43.7692,-79.6076,14,99,1,1,20,0,,,,84%,29.0,47%,8.0,74%,-2.0,9,7,2021-07-10 00:00:00,2018
4559,B67075,York CDSB,Cath Dist Sch Brd (E/F),874888,Jean Vanier High School,Catholic,Not applicable,Secondary,English,9-12,,,10475 Bayview Ave,Richmond Hill,Richmond Hill,Ontario,L4C3P2,905-770-8656,905-770-2678,http://jvh.ycdsb.ca/,www.ycdsb.ca,840,43.88646,-79.4179,45,100,15,15,18,0,,,,86%,-1.0,44%,-14.0,84%,4.0,21,2,2021-07-10 00:00:00,2018
